Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
21,96,53,45,81,75,7,62,92,3,17,0,0,3,2,1,5
22,73,86,64,70,83,2,82,52,2,29,0,0,0,2,10,4
23,78,67,64,69,61,8,97,67,3,9,0,0,2,2,2,6
21,79,46,93,55,66,8,81,69,3,22,1,0,0,0,8,5
22,70,56,52,88,64,4,97,80,1,22,1,0,0,0,1,6
18,91,64,78,88,89,4,67,89,2,23,1,1,0,2,2,4
18,59,84,48,62,58,2,95,86,4,7,1,0,0,0,5,6
20,77,44,97,93,80,2,55,87,2,12,0,0,2,0,10,7
19,86,79,75,79,52,9,67,59,0,13,1,1,0,0,3,8
18,95,82,77,73,77,8,74,95,1,13,0,0,3,2,4,7
24,94,79,66,50,53,1,82,70,2,21,0,1,3,2,10,6
22,75,85,60,69,58,2,64,50,0,6,0,0,2,0,5,5
21,82,50,52,82,55,1,96,83,4,23,1,0,0,0,3,4
23,69,75,76,54,67,9,95,80,3,18,1,1,0,2,5,4
21,73,96,97,72,67,9,89,56,3,9,1,1,0,1,3,8
20,95,76,61,99,91,5,55,97,0,10,1,0,2,2,1,8
21,96,76,92,85,61,6,53,78,1,7,0,1,1,0,7,4
18,94,84,48,77,54,7,74,73,3,16,0,0,3,1,4,8
21,56,59,96,76,80,2,88,69,1,19,1,0,0,0,8,7
18,92,82,61,52,84,9,56,60,1,19,1,1,0,2,4,8
18,97,94,62,97,64,5,82,97,3,29,0,1,2,0,7,6
19,68,40,67,96,80,0,76,85,4,12,0,1,2,1,3,4
20,75,92,83,84,88,3,86,78,2,24,0,0,0,0,2,5
24,88,53,83,54,67,6,71,81,3,23,1,0,3,2,3,6
24,78,67,68,60,76,3,84,92,2,6,1,1,0,2,7,7
22,99,91,71,59,57,6,57,81,1,28,0,1,2,2,3,8
24,72,89,41,75,51,8,60,55,4,28,0,0,3,2,10,7
18,85,93,58,60,99,7,95,84,1,14,1,1,2,1,8,6
23,89,96,60,84,64,6,66,78,4,15,1,0,0,0,8,7
20,74,66,73,77,63,5,99,98,0,25,1,0,0,0,1,5
22,92,79,73,50,98,2,52,86,4,17,1,1,0,1,7,8
24,77,63,82,87,86,4,74,67,4,25,0,0,1,0,8,4
24,70,61,83,59,79,2,66,56,1,5,1,1,0,1,9,7
23,55,65,54,91,84,9,99,74,3,11,1,0,0,1,8,4
21,69,84,86,67,85,9,99,83,3,7,0,1,0,1,10,5
20,86,70,41,66,88,1,61,58,2,16,1,0,2,1,6,7
23,96,88,82,50,53,8,63,82,0,26,1,1,0,2,8,7
24,62,84,46,99,70,7,87,91,4,19,0,1,2,1,3,4
20,67,41,83,80,64,9,94,57,2,18,0,0,2,1,2,7
20,57,77,71,71,53,4,83,85,4,14,1,1,3,2,1,5
24,84,66,66,54,70,7,93,53,4,6,1,1,1,1,8,8
21,98,67,81,84,80,5,53,50,0,24,1,0,2,1,7,7
21,82,89,42,64,58,0,82,51,0,19,1,1,2,2,6,4
24,80,72,53,99,65,0,85,81,2,28,1,1,0,1,3,5
20,77,93,76,97,81,1,59,98,3,15,1,0,0,0,6,5
23,54,82,90,86,78,2,88,88,4,15,0,1,1,1,5,5
19,86,73,62,98,93,2,97,62,1,29,1,0,1,2,5,6
18,80,85,55,55,89,7,94,53,2,8,1,1,3,1,4,5
21,83,42,71,64,98,7,62,80,4,11,1,0,2,1,5,6
24,94,41,77,62,79,9,66,50,0,17,0,1,2,2,5,4
19,89,45,65,53,84,3,74,89,0,18,1,1,0,2,5,7
21,89,66,92,98,93,9,57,62,0,18,1,0,1,0,10,6
20,96,54,71,53,92,6,97,64,0,10,1,1,0,0,10,7
24,99,99,42,92,85,4,58,67,3,28,1,1,3,0,8,8
19,79,72,53,88,75,6,88,88,3,22,1,0,3,0,2,6
24,55,79,67,68,63,7,67,63,4,11,0,0,3,2,2,5
23,72,56,81,50,93,1,78,64,4,12,1,0,3,0,6,9
23,89,59,53,50,88,7,52,77,2,27,1,1,1,0,3,4
22,51,60,98,60,91,7,60,73,0,14,1,1,2,2,10,8
18,52,81,59,74,57,9,72,97,0,18,0,0,1,1,10,4
18,53,68,71,72,65,9,83,63,1,8,0,1,0,1,10,7
21,86,71,41,79,71,6,88,54,1,11,0,0,3,1,10,6
18,75,75,93,88,91,7,51,77,0,15,1,0,1,1,4,8
24,68,86,87,68,94,9,57,59,1,21,1,0,0,1,3,7
24,55,45,51,58,64,9,86,70,1,12,0,1,0,2,4,4
22,86,86,95,90,84,8,90,59,0,28,0,1,3,0,2,7
23,66,73,58,66,53,7,61,94,3,10,1,1,2,0,9,5
19,63,80,81,64,70,1,61,66,3,24,0,0,2,0,3,4
19,82,59,89,88,74,8,54,88,4,14,1,1,2,1,7,4
23,77,64,84,96,88,2,57,97,3,25,1,1,0,2,9,4
20,68,53,95,95,94,5,50,97,0,28,1,0,1,1,9,7
23,82,98,91,56,66,4,79,76,1,9,1,1,3,2,6,9
19,63,69,99,75,76,3,95,99,0,17,1,0,3,2,1,7
21,89,99,50,54,82,3,57,82,2,8,1,0,3,1,10,7
22,61,69,58,98,66,8,87,56,1,22,0,0,3,2,2,7
23,57,53,78,60,99,7,78,94,0,25,0,1,0,1,9,8
20,89,70,83,59,93,5,97,73,4,14,0,1,3,0,5,5
21,85,42,72,94,64,6,89,57,4,14,1,0,0,2,10,7
23,59,94,44,98,75,9,92,89,1,10,0,0,1,2,2,5
21,55,89,90,84,61,3,81,81,3,12,0,0,2,0,6,6
23,91,83,97,56,75,5,90,94,4,13,1,1,0,0,7,5
21,88,76,64,74,84,5,67,91,2,8,0,1,2,2,10,4
24,66,74,53,90,54,9,60,66,1,12,0,1,2,0,10,4
18,82,99,41,78,93,3,95,62,2,27,1,1,0,0,10,8
21,56,56,54,56,79,9,86,86,1,13,1,0,0,2,6,4
24,75,86,82,58,99,3,54,78,3,11,0,0,3,1,1,7
18,50,74,94,93,51,1,93,53,0,14,1,0,0,2,1,8
19,69,98,45,76,91,1,67,59,1,29,1,0,3,2,2,6
18,53,89,73,85,89,4,64,57,0,24,0,1,2,1,9,7
21,73,99,81,68,56,6,81,79,1,10,1,0,0,0,1,5
22,71,75,56,76,66,5,78,54,3,23,1,1,3,2,9,6
22,72,52,74,98,94,3,76,60,2,24,0,1,3,0,6,8
19,52,70,82,66,75,5,62,77,0,28,0,0,1,0,2,4
21,68,82,90,83,70,8,97,56,2,27,0,1,0,1,10,5
18,87,86,67,58,95,8,97,62,1,7,1,0,0,2,3,4
22,68,40,84,56,54,7,50,95,1,16,1,1,2,1,9,6
23,85,70,58,89,73,9,66,84,3,22,0,0,2,1,10,7
20,68,54,52,92,82,5,52,65,1,29,0,0,0,1,2,8
21,71,92,51,83,80,0,92,93,3,7,0,1,1,2,5,4
24,78,49,61,57,63,2,94,62,1,14,1,0,1,2,8,4
24,97,79,42,62,78,3,75,79,2,17,0,1,2,1,10,4
23,55,55,56,95,85,5,91,68,1,15,0,0,0,2,6,8
23,51,61,79,64,79,9,85,87,0,16,1,1,3,2,8,5
21,80,96,78,90,84,8,74,68,4,14,1,0,2,0,6,5
20,97,54,44,64,62,2,68,62,0,29,0,1,1,0,4,7
22,99,45,57,96,91,5,63,80,0,25,1,1,0,1,8,4
20,74,44,74,95,72,6,62,87,3,23,0,0,1,1,9,5
19,73,70,59,52,99,9,78,76,1,15,0,1,0,0,5,4
18,82,78,65,88,51,0,58,85,2,27,1,0,2,0,3,8
18,77,59,82,58,69,4,58,71,1,7,1,0,3,0,1,5
23,81,81,40,60,59,9,50,89,4,8,0,1,3,2,2,5
22,93,43,56,72,77,9,80,79,1,28,1,0,2,0,1,7
20,87,91,48,78,62,3,99,59,4,19,1,1,3,1,10,4
23,74,88,47,66,86,0,94,94,4,9,0,0,3,0,9,7
21,73,99,97,78,94,5,85,91,0,28,1,1,0,0,7,6
23,81,96,62,58,60,8,89,98,4,29,1,1,0,0,10,4
21,72,61,71,51,58,3,70,78,4,27,0,0,0,1,2,6
21,72,63,84,78,93,9,64,83,2,11,0,1,0,1,3,9
19,50,84,42,75,68,3,68,93,3,12,1,1,0,1,3,8
19,58,48,54,84,71,6,54,52,1,15,1,0,2,1,1,8
21,74,58,89,82,61,7,81,95,2,19,0,1,0,0,3,8
22,91,47,91,94,71,3,58,63,3,29,0,0,2,1,1,8
19,63,67,62,72,61,3,88,52,0,28,1,1,0,0,3,5
19,76,73,62,50,83,4,59,61,2,28,0,0,3,0,3,7
18,67,52,85,81,74,8,61,79,2,7,1,1,0,2,5,6
23,55,41,57,83,89,1,97,52,0,23,0,0,2,1,3,6
18,97,83,47,76,65,6,55,50,4,26,0,0,2,1,10,8
22,92,41,55,84,75,6,74,81,0,13,1,0,2,2,3,5
19,53,98,63,66,62,5,53,72,1,10,1,1,0,0,1,5
24,85,53,43,57,96,9,54,92,0,23,0,1,0,1,9,8
19,67,79,68,83,76,6,81,62,2,7,1,1,2,0,1,7
20,99,66,84,62,58,6,81,64,0,28,1,0,0,2,7,4
22,65,43,70,72,63,6,59,53,1,8,1,1,0,1,7,4
24,61,68,44,74,54,7,93,76,4,16,1,0,0,0,8,6
23,78,71,66,73,51,1,85,68,4,29,1,1,0,0,7,8
23,91,91,82,79,76,8,65,66,3,29,0,1,2,2,10,8
24,59,83,43,51,66,0,62,72,3,24,1,1,0,0,6,6
23,85,44,43,99,98,6,87,92,1,26,1,0,2,2,8,5
24,53,52,62,85,58,6,86,55,3,29,1,1,3,2,10,7
22,95,58,51,71,89,2,57,76,4,28,1,1,1,2,4,8
24,54,46,96,59,65,0,67,59,4,20,1,1,0,1,4,6
24,95,67,74,54,61,1,60,60,3,23,1,1,0,2,3,4
20,74,99,57,83,98,2,64,62,0,19,1,1,0,1,8,7
20,72,70,82,65,90,8,64,72,4,17,0,0,0,0,6,4
18,98,84,62,61,81,8,98,74,3,27,1,1,2,1,8,7
22,99,80,47,69,84,0,87,93,3,23,0,0,1,0,8,4
22,82,90,54,79,99,2,89,94,1,26,1,0,1,2,7,6
20,56,52,78,83,79,8,63,79,1,7,1,0,1,1,3,7
21,75,85,43,82,55,2,50,64,4,19,1,0,1,1,5,6
21,76,92,56,93,53,9,52,90,2,13,1,1,0,1,2,8
18,75,50,52,60,83,2,77,89,3,17,1,1,0,2,1,5
21,78,60,52,81,82,7,64,89,0,20,1,0,3,2,3,4
21,50,98,80,55,87,4,59,50,2,26,1,0,0,1,4,6
21,85,86,89,77,55,1,52,87,3,5,1,1,0,2,4,8
19,85,56,82,79,97,2,93,92,2,9,0,0,2,2,2,8
18,55,73,78,60,77,6,80,80,3,28,1,0,3,1,3,5
20,78,64,94,69,82,3,55,87,3,29,0,0,3,2,8,5
21,78,69,43,91,51,6,88,88,2,6,0,1,3,0,9,6
23,84,61,50,57,98,2,87,75,1,13,0,1,0,1,2,7
24,54,56,64,71,78,4,64,90,3,5,0,0,1,2,6,8
19,81,80,62,96,78,5,59,89,4,23,0,1,1,0,1,7
21,64,86,65,75,97,4,90,95,2,22,0,1,1,1,4,8
24,75,92,52,86,96,1,66,96,1,19,0,1,0,0,9,7
24,88,49,48,91,61,4,92,76,0,22,0,1,1,2,1,4
19,85,89,70,60,96,6,52,51,3,18,1,1,3,0,3,8
18,55,55,95,60,86,9,74,50,3,11,1,1,1,0,7,5
23,79,65,63,87,50,7,58,96,4,23,0,0,3,1,8,5
23,98,94,42,87,61,1,83,66,1,24,1,0,3,1,7,8
23,57,67,82,53,70,2,99,68,3,26,0,1,0,0,7,8
21,92,51,57,66,79,0,70,73,1,28,0,1,1,0,6,5
19,85,49,54,69,85,1,55,63,3,23,1,1,2,0,7,5
23,88,68,59,91,60,2,65,79,0,6,1,1,1,2,7,6
24,64,85,83,71,91,2,94,89,4,5,1,0,2,2,9,6
24,64,99,89,96,92,2,88,62,0,23,1,0,0,2,9,7
22,95,87,75,99,81,2,61,87,0,6,0,1,0,1,10,8
22,67,92,59,89,96,3,97,83,2,12,1,1,0,1,10,9
19,53,84,58,83,90,1,81,76,0,8,1,0,0,1,10,8
21,80,93,47,69,61,2,58,66,4,29,1,0,2,1,8,5
21,56,44,96,53,89,6,78,93,4,12,0,1,0,0,9,5
18,89,95,78,78,97,2,72,70,3,6,1,0,3,1,6,7
18,82,63,41,68,56,1,90,68,0,28,1,1,0,1,4,7
23,93,95,79,67,98,0,67,82,1,20,0,1,0,0,9,4
20,89,44,66,84,51,5,93,96,2,5,0,1,2,0,2,5
24,55,82,98,73,76,8,90,75,2,25,0,1,0,2,8,5
18,69,84,89,87,88,0,83,86,2,8,0,1,0,0,2,6
21,88,99,50,69,89,5,62,72,4,25,1,0,1,0,7,4
24,70,86,83,57,86,6,98,60,4,20,1,0,3,1,9,6
20,98,62,69,73,76,5,77,56,3,9,1,0,3,0,10,6
18,86,73,51,97,82,8,95,56,0,23,1,0,3,2,4,6
19,50,61,81,90,85,8,60,51,4,16,0,0,0,0,8,7
22,94,51,72,60,74,0,99,77,2,21,1,0,3,2,7,6
18,55,54,41,69,79,3,90,56,4,26,1,1,1,1,10,6
18,57,53,78,96,92,6,97,93,0,11,0,0,0,0,3,7
19,86,72,78,56,65,9,60,99,4,14,0,1,0,2,1,4
21,93,94,48,62,76,8,71,74,0,29,0,1,1,2,8,6
23,76,94,60,63,50,1,54,72,3,17,1,0,0,1,9,5
19,64,43,75,78,84,2,56,67,4,19,0,0,0,0,5,4
23,67,44,48,70,59,7,64,81,0,12,1,1,2,1,4,4
18,67,54,91,53,74,4,97,80,0,15,0,0,0,2,2,4
21,66,55,41,81,60,5,83,67,1,17,0,1,2,1,1,6
20,62,45,46,54,51,6,65,67,3,11,0,1,2,2,4,6
18,80,63,46,80,74,1,97,82,4,11,1,1,1,0,8,8
19,95,75,71,75,71,8,86,77,1,20,0,1,0,2,9,7
20,65,74,77,74,71,8,95,85,4,9,0,0,1,0,1,6
22,59,72,64,53,60,4,96,97,2,18,1,1,3,2,4,4
20,91,60,57,81,97,6,87,88,2,22,1,1,2,1,5,5
19,87,82,88,71,50,6,62,65,0,10,0,1,0,1,2,7
24,96,89,44,70,94,1,99,87,1,23,1,1,0,2,2,5
20,58,60,56,79,86,1,66,72,0,14,1,0,2,2,3,7
19,57,45,42,80,58,0,83,88,0,29,1,1,0,1,1,7
24,77,57,40,50,73,9,92,94,0,29,1,1,3,1,8,5
18,80,48,61,56,99,3,58,62,2,25,0,1,1,2,1,6
24,74,68,51,61,82,0,80,61,0,13,1,1,0,2,4,4
21,79,49,56,83,56,4,68,71,0,28,1,1,0,1,7,7
22,59,67,89,78,72,0,62,52,0,30,0,1,2,0,3,4
24,73,53,49,87,73,0,50,84,0,16,0,0,0,0,9,4
21,82,84,86,87,90,4,93,87,1,20,0,0,3,0,3,8
21,71,41,80,92,95,5,56,67,4,5,1,0,0,0,5,6
21,83,73,59,68,54,5,93,73,1,6,0,1,3,1,2,4
24,72,50,72,67,65,6,80,79,3,17,1,0,0,2,5,7
19,66,40,66,91,64,6,81,53,1,20,0,0,0,0,2,5
19,65,92,47,61,99,4,91,85,3,12,1,0,3,1,8,5
22,70,80,94,73,77,6,75,76,2,7,1,0,0,0,9,8
19,51,45,74,59,93,3,67,81,4,24,1,0,2,2,5,6
23,83,79,92,95,71,4,56,86,0,15,0,0,0,1,6,5
19,92,76,89,70,86,3,78,83,3,21,0,1,0,2,4,8
19,67,68,44,60,64,3,77,54,2,21,0,1,1,2,10,4
19,52,65,52,84,95,2,64,89,4,18,1,0,2,1,7,4
18,99,93,48,62,72,0,80,80,3,9,0,1,0,2,10,4
22,63,54,89,97,90,5,71,85,2,20,1,0,2,2,5,4
23,56,63,91,68,62,5,90,63,0,13,1,0,1,0,5,5
19,68,59,71,83,84,3,77,61,2,25,1,1,0,2,1,7
22,86,86,46,67,70,9,96,91,2,9,0,0,2,2,2,7
20,64,94,48,90,51,5,75,69,0,12,1,0,2,2,2,7
18,78,90,88,94,70,8,94,78,3,16,0,1,0,0,4,6
24,70,87,95,89,77,5,76,77,2,23,1,1,0,2,5,6
19,55,99,51,92,57,1,77,79,0,23,1,1,2,2,10,6
23,66,81,40,55,59,9,68,53,3,13,0,1,0,0,4,8
18,86,85,59,96,73,8,70,65,0,17,1,0,0,0,3,5
23,80,98,41,81,67,4,96,53,1,10,1,0,0,1,4,8
24,55,40,89,93,72,2,61,74,3,24,1,1,0,1,5,5
24,58,78,69,84,73,2,56,95,1,9,1,1,0,2,3,4
18,82,84,78,60,57,8,91,69,2,25,0,0,0,0,6,5
20,90,95,64,80,59,0,78,89,2,28,0,0,0,1,4,6
22,67,93,60,54,92,6,64,64,2,29,1,0,2,1,2,8
18,79,90,53,84,58,6,71,92,3,26,0,0,3,0,3,4
21,58,96,86,70,83,1,76,70,4,10,0,1,3,2,1,6
24,65,72,81,57,70,7,79,67,3,15,0,0,0,2,10,5
20,51,40,61,98,98,7,91,84,3,7,1,1,3,0,7,7
24,88,40,59,95,53,3,69,75,4,9,0,0,0,2,5,6
21,70,72,40,94,91,4,83,66,3,6,0,1,3,0,7,7
20,90,66,43,89,74,8,91,52,1,21,0,0,1,2,5,8
24,85,67,77,84,50,5,92,58,4,18,1,1,0,1,1,5
21,91,64,70,82,63,6,62,88,4,27,1,1,3,0,3,8
21,64,95,66,55,70,4,67,96,1,16,0,1,0,2,9,6
24,59,61,89,95,65,1,79,58,4,21,0,1,0,2,7,8
24,98,91,70,94,68,9,94,78,4,15,1,1,0,0,7,5
23,85,94,63,87,95,5,89,51,1,25,1,0,2,2,5,8
18,91,69,49,96,68,3,79,64,0,28,0,0,2,1,3,5
18,50,66,89,77,70,7,99,72,0,15,1,0,3,2,10,7
20,67,85,74,72,88,6,71,86,0,7,0,0,2,1,4,8
22,87,82,45,98,89,2,92,52,1,9,1,0,0,2,4,8
24,53,59,78,73,54,8,90,89,2,23,1,0,2,1,6,6
23,78,46,65,82,85,0,95,60,3,13,0,0,1,1,6,5
18,71,55,88,68,74,6,99,87,4,24,1,1,3,2,7,7
18,50,47,95,81,56,4,74,81,1,23,1,1,0,2,8,7
23,61,57,76,86,63,3,59,66,3,22,1,0,0,0,9,6
19,64,55,83,81,52,8,73,86,1,25,1,1,1,1,8,8
23,55,78,43,75,68,6,92,61,4,23,1,1,0,0,9,4
18,81,97,73,65,62,7,91,60,2,20,1,1,0,2,9,7
22,62,81,85,82,69,4,66,53,1,5,1,1,1,0,3,6
19,63,95,69,95,79,9,52,69,3,17,1,0,2,1,7,4
21,94,87,75,50,86,3,75,54,3,19,0,0,3,1,3,4
23,73,83,93,56,80,5,73,70,4,29,1,0,1,0,5,7
21,69,64,51,55,83,9,54,50,0,21,1,0,1,1,10,4
19,86,59,45,96,93,0,89,57,4,19,0,1,2,0,9,7
19,95,90,81,83,93,1,64,96,4,18,0,0,0,1,8,8
19,51,94,89,97,93,9,82,89,0,7,0,1,2,0,3,4
20,72,67,91,79,57,9,55,61,2,15,1,0,2,2,6,8
23,80,40,78,73,62,7,93,85,1,8,1,1,0,1,5,7
24,65,87,89,89,75,4,86,83,3,6,1,1,1,1,10,6
22,88,57,82,58,67,5,69,58,1,13,0,1,1,1,4,7
22,98,40,45,69,56,2,81,68,1,21,1,1,2,0,6,8
21,97,88,85,73,64,4,59,95,3,26,0,0,2,1,8,8
21,63,71,50,64,98,4,99,86,0,25,1,0,1,2,8,7
24,61,81,54,68,67,0,89,88,3,12,1,1,1,2,3,7
21,97,94,63,53,70,4,89,78,0,6,0,0,1,1,6,7
23,72,72,58,59,50,4,57,83,0,15,1,0,0,2,1,6
18,60,70,59,66,85,6,50,75,4,12,0,0,2,1,1,4
21,85,57,50,89,70,5,79,87,2,14,0,1,2,0,1,4
19,64,58,57,59,55,8,57,86,4,19,1,1,0,0,9,5
21,63,87,41,67,98,3,89,51,2,5,0,1,0,0,10,7
19,93,66,68,53,88,4,70,81,0,14,0,1,3,1,9,4
20,58,49,86,77,86,5,66,81,4,19,1,1,1,0,10,6
18,53,45,91,80,97,2,53,53,1,15,0,1,1,2,5,4
18,63,68,89,93,70,3,99,70,3,21,0,1,3,1,7,7
24,80,67,64,90,85,6,97,94,3,9,1,1,2,2,4,7
23,56,79,83,64,60,4,56,97,3,8,1,1,1,0,2,6
23,73,68,57,56,84,9,66,89,2,12,0,0,0,1,6,6
22,81,48,43,57,50,6,69,57,3,7,1,1,0,2,2,8
20,92,70,80,98,56,1,64,68,2,10,0,0,2,2,7,8
24,61,94,78,83,71,4,96,59,2,7,1,1,0,0,4,8
23,90,49,88,52,50,7,86,82,2,15,0,1,0,0,4,5
19,61,81,76,56,73,6,97,88,1,22,1,0,3,2,2,4
20,83,75,49,74,76,8,93,94,0,12,1,1,0,0,9,5
18,71,84,91,60,81,7,87,93,1,5,0,1,1,1,3,7
19,55,49,77,90,55,0,84,54,0,18,0,1,3,1,6,7
24,85,96,88,78,59,1,93,56,1,22,0,1,0,2,10,7
24,60,77,86,80,80,6,84,95,2,14,0,1,0,1,9,4
20,58,90,57,73,82,2,59,92,0,12,0,0,1,2,8,4
18,67,54,44,62,51,5,82,73,3,17,1,0,1,2,9,7
23,82,84,50,79,77,7,75,71,1,7,0,0,0,2,7,5
19,61,86,45,85,89,5,99,77,0,21,0,0,3,2,9,5
19,59,63,54,68,53,4,75,79,3,23,1,0,3,0,10,6
18,50,63,67,75,70,6,51,62,4,22,1,0,3,1,9,8
19,73,79,94,91,66,1,63,70,2,13,0,0,0,1,5,7
23,71,45,92,57,95,7,95,80,1,26,0,0,0,0,7,4
23,61,84,83,77,59,6,98,60,1,28,0,0,0,0,5,5
23,52,42,41,67,65,5,86,99,4,12,0,1,3,0,1,7
18,71,51,60,85,94,2,52,64,0,11,0,1,0,0,7,8
21,89,79,80,50,66,7,51,77,1,22,0,0,0,2,9,8
21,85,45,47,83,76,5,73,77,1,22,0,0,0,0,5,5
24,93,98,88,55,51,0,99,72,1,17,0,0,3,1,4,4
24,50,92,94,53,99,9,93,62,1,28,1,0,0,2,5,6
19,98,77,61,86,91,7,96,78,4,8,1,1,0,1,4,6
23,67,89,82,82,81,5,81,54,2,16,0,1,3,1,9,4
19,99,93,48,94,53,4,92,69,1,5,0,0,0,1,10,7
18,62,55,81,75,53,9,65,61,4,6,1,1,0,0,8,4
19,73,90,41,76,77,7,51,56,3,6,1,1,2,1,5,5
22,67,51,49,85,64,5,95,96,1,17,0,1,2,1,5,8
21,67,64,82,66,81,6,60,85,0,19,0,1,1,1,5,7
19,92,73,82,51,79,2,86,58,4,5,1,0,1,0,7,7
19,87,82,78,61,91,1,82,97,0,20,1,1,0,1,10,8
20,99,41,68,61,64,2,57,60,2,17,0,0,2,0,7,4
19,80,57,80,66,78,2,59,61,3,10,1,1,1,2,3,7
22,73,76,86,97,88,7,66,56,0,5,1,1,3,1,1,4
21,54,61,97,90,74,1,87,86,1,8,1,1,2,0,8,4
20,99,86,93,96,91,7,51,78,4,20,1,0,0,2,10,6
18,77,79,87,99,56,5,70,52,3,21,0,1,0,1,4,4
24,85,54,81,71,86,3,83,51,4,21,0,0,0,2,4,6
18,70,48,74,61,97,3,58,76,3,8,1,1,0,1,9,4
21,77,77,47,78,66,5,55,82,0,27,0,0,2,1,7,7
24,97,67,49,94,68,3,69,91,2,15,1,0,3,2,7,5
18,58,50,89,73,54,4,64,73,4,24,0,0,0,2,8,4
22,64,59,88,75,82,7,82,83,1,9,0,0,3,0,1,7
19,57,58,76,56,77,6,98,86,4,16,0,1,1,1,9,5
21,89,46,66,71,52,7,50,80,2,18,1,0,1,2,1,6
24,53,72,41,69,87,7,95,67,0,24,1,1,0,0,10,5
20,54,85,59,67,91,8,71,56,1,20,1,1,2,1,5,4
19,64,74,65,94,95,2,83,82,1,15,0,0,0,1,9,6
18,75,89,69,52,77,9,92,88,0,12,0,0,3,2,3,7
18,70,47,95,98,72,4,78,59,4,29,0,0,3,2,2,8
20,52,66,46,50,93,7,54,74,1,12,0,0,2,2,2,7
22,97,76,71,97,69,6,57,69,4,8,0,1,1,1,7,4
20,97,80,62,77,82,5,89,60,4,12,0,1,2,2,5,4
21,63,81,99,85,80,9,61,62,0,13,1,0,3,2,8,4
20,86,83,91,59,68,2,78,61,2,8,0,0,2,0,5,4
18,78,79,66,82,54,4,71,70,2,22,0,0,1,2,2,6
22,61,45,99,94,51,1,65,69,4,20,1,1,1,0,7,5
22,63,81,70,56,71,1,89,77,0,12,1,1,0,2,7,7
23,74,83,50,56,74,7,86,54,2,29,0,0,0,2,2,4
20,70,99,73,65,91,0,82,79,4,21,0,1,0,0,6,8
21,64,81,53,58,70,8,68,51,1,22,1,1,1,1,5,7
18,90,81,78,55,64,6,61,62,1,18,1,0,3,1,4,8
19,74,70,96,83,73,4,75,75,3,18,1,1,0,1,10,8
22,82,92,87,60,61,3,90,84,3,5,1,1,2,0,8,7
20,59,99,56,83,54,1,78,88,3,24,0,0,3,2,8,4
23,76,86,57,93,55,9,98,51,2,27,1,1,0,0,5,5
21,65,76,44,82,65,7,50,76,1,8,0,0,0,1,4,5
21,76,44,57,55,50,3,99,67,1,24,0,0,0,0,9,6
24,89,83,45,78,61,0,84,84,2,18,0,0,0,0,5,6
18,88,82,69,69,89,3,91,64,1,12,1,0,3,1,4,7
22,67,86,82,67,61,1,66,87,1,28,0,1,0,2,2,4
18,84,47,85,65,55,7,75,80,4,5,1,0,1,2,6,7
23,97,79,43,96,97,7,89,89,1,11,0,0,0,1,5,4
19,81,57,60,87,81,4,88,99,4,27,1,1,2,2,6,8
19,57,85,57,56,53,8,66,95,3,17,1,1,0,1,1,4
19,83,54,46,73,53,1,66,79,0,20,0,1,2,2,6,6
21,55,81,61,65,80,4,83,94,4,23,0,0,0,1,5,6
22,93,57,57,98,77,7,96,57,1,8,1,0,3,0,7,6
18,75,40,78,98,53,0,71,52,3,10,0,1,2,0,1,4
18,69,78,93,65,61,3,67,76,0,30,1,1,0,0,3,8
23,52,46,67,67,96,5,94,98,0,10,0,1,1,1,2,5
19,69,79,84,79,78,3,84,85,3,18,1,0,3,0,6,6
22,95,95,48,73,72,4,69,65,3,12,0,1,0,0,1,5
22,51,98,93,60,62,6,52,83,0,26,1,0,0,2,3,7
23,73,54,49,83,56,3,86,52,0,29,0,0,0,0,4,4
20,96,88,51,66,70,1,67,73,1,8,1,1,2,1,6,4
22,69,61,46,82,96,1,53,61,4,20,1,0,2,1,5,6
22,71,94,58,69,52,5,80,52,4,25,1,1,1,0,5,8
18,78,87,73,85,99,1,66,62,0,25,0,0,2,2,5,4
23,73,44,99,83,60,8,66,86,0,16,0,0,3,0,1,4
22,58,64,87,75,70,8,73,77,2,10,1,1,0,1,8,7
22,50,60,62,85,52,3,85,51,0,14,0,1,0,0,10,7
18,80,87,74,73,79,8,63,70,4,23,0,1,3,2,2,8
22,96,64,77,55,74,5,54,87,1,29,0,1,2,0,6,6
18,55,81,89,59,83,1,71,97,2,18,1,0,2,1,7,6
20,60,76,84,62,77,6,52,93,4,9,1,0,3,1,10,6
21,68,98,74,53,69,6,84,50,1,6,1,1,1,2,10,6
24,90,96,80,85,86,0,97,60,2,28,0,1,0,2,4,8
18,63,65,84,68,51,3,82,60,2,17,0,0,0,2,8,5
18,94,83,47,54,77,0,63,70,2,22,0,0,2,1,1,4
22,52,89,52,91,55,3,59,82,2,21,0,0,0,0,9,5
18,97,93,81,84,71,3,61,57,2,27,1,0,0,2,4,8
23,78,44,91,72,89,6,61,95,2,11,0,1,0,2,10,6
19,82,58,64,62,57,1,65,88,3,16,0,1,2,0,9,5
19,68,59,98,57,96,0,54,70,1,27,1,1,0,0,2,5
